Index,Comentario,Fecha;;;;,clasificacion,valoracion
455,visita sin repeticion,8 de marzo de 2023;;;;,<no clasificable>,<neutro>
"456|""Creo que el parque en si es bastante grande, es dificil lograr completarlo al 100% debido a que el tiempo a pesar de ser todo el dia, termina siendo reducido debio a la cantidad de personas asistentes diariamente,  a veces hay que esperar para ver algunas atracciones.Quede muy molesta y decepcionada antes del show final de cierre, puesto que fui a comprar 5 refrescos a la tienda que esta literalmente frente al ingreso del salon del show final y la chica que me atendio me dijo que no tenia vuelto para un billete de 100 usd, en serio? a las 18 hrs no tiene cambio despues de haber pasado miles de personas por el parque durante el dia, para mejorar aun su atencion incluye en su comentario que ellos exigen que el cliente compre la mitad del valor de su billete en este caso 50 usd para recien aceptar la compra y darme el vuelto. Encuentro que esto es un abuso de parte de la trabajadora hacia el turista asistente, despues de esta desagradable experiencia por supuesto no pude comprar, puesto que me olbigaba a adquirir 50 usd en productos que no necesitaba ni estaba obligada a comprar, comprenderan que el calor a esa hora es bastante alto y tuve que """"disfrutar"""" de un show de mas de 2 horas muerta de sed y con calor debido a que sus trabajadores exigen unilateralmente algo que es LITERALMENTE ILEGAL.No deseo volver a visitar sus parques por este motivo, esa es una forma de violencia frente a los derechos del consumidor, independiente del pais donde esten. Es realmente inaceptable que una buena experiencia se pudra debido a algo tan desagradable como que te impidan comprar productos por politicas inexistentes y que no estan publicadas en ninguna parte con antelacion.PESIMO""|7 de marzo de 2023;;;;",,,No disponible,No disponible
457,Maravillosa experiencia,6 de marzo de 2023;;;;,<general>,Positivo
458,"Maravillosa experiencia, volvere a completar actividades extra. Me encanto en resumidas cuentas y de verdad full recomendable.",5 de marzo de 2023;;;;,<general>,Positivo
459,Regular,5 de marzo de 2023;;;;,<no clasificable>,Neutro
460,"He ido varias veces a xcaret y siento que cada vez esta peor, la primera vez que fui que fue aproximadamente hace 12 anos la verdad era muy distinto, tenia mucha vida el parque, veias cosas de los mayas por todos lados y las playas bonitas pero ahora siento que ya solo tienen el parque por tenerlo, ya no veo motivacion, incluso el show ya siento que lo hacen con flojera, era mi parque favorito en Cancun pero creo ya no regresare",5 de marzo de 2023;;;;,"general, naturaleza/atracciones, show","Negativo, Negativo, Negativo"
461,Excelente,4 de marzo de 2023;;;;,<general>,Positivo
462,"Supera las expectativas, recomendadoEs importante organizar bien el tiempo e ir comodo en ropa, recomiendo comprar el paquete de fotos",4 de marzo de 2023;;;;,"<general>, <no clasificable>","Positivo, Neutro"
463,Increible!!,4 de marzo de 2023;;;;,<general>,Positivo
464,"La pasamos excelente, hermoso lugar, una experiencia unica. No alcanza un dia para realizar todas las actividades!",4 de marzo de 2023;;;;,"<general>, <naturaleza/atracciones>",Positivo
465,E S P E C T A C U L A R !!!!!,2 de marzo de 2023;;;;,"<general>, <show>",Positivo
466,"Es uno de los mejores parques del mundo, destacando la belleza de la naturaleza que expone en cada recorrido, nos encanto todo y la cena con el show fue E S P E C T A C U L A R !!!!!",2 de marzo de 2023;;;;,"general, naturaleza/atracciones, show","Positivo, Positivo, Positivo"
467,No dejes de ir,1 de marzo de 2023;;;;,<general>,Positivo
468,"El parque es enorme, en un dia no alcanzas a conocerlo, sin duda se ha ganado a pulso su reputacion, aunque me dejo un mal sabor de boca la atencion del personal en general, preguntamos como llegar a un par de atracciones y sus contestaciones eran secas e incluso un poco groseras, salvo una o dos personas que fueron super amables y atentos.Hay de todo, para los que gustan de caminar y observar, para los que quieren estar en el agua, para los que quieren experimentar cosas, en fin, todos saldran contentos de este lugar.El aviario y el acuario estan muy bonitos, hay muchas especies que ver y admirar, los rios subterraneos son una delicia y la zona de snorkel es preciosa.Hay talleres para hacer chocolate o tenir prendas, por nombrar algunos, es un hecho que regresaremos para hacer todo lo que nos falto, pero todo lo que hicimos y pudimos ver no tiene igual.Nosotros comimos en el restaurante La Laguna donde servian el buffet internacional y estaba delicioso, nos atendio Antonio y todo estuvo espectacular, sus recomendaciones dieron siempre al clavo.Para cerrar con broche de oro, hay que quedarse si o si al espectaculo que hacen en la noche, a partir de las 7 p.m., ese show es de otro nivel.En resumen es un lugar increible donde todos se van a divertir y la van a pasar de lujo.",1 de marzo de 2023;;;;,"general, naturaleza/atracciones, trato personal, buffet, show","Positivo, Positivo, Negativo, Positivo, Positivo"
469,Maravilloso,1 de marzo de 2023;;;;,<general>,Positivo
470,"No hay duda que este lugar tiene su fama y reputacion bien  ganadas, es un lugar espectacular, uno de los mejores parques en los que he estado.",28 de febrero de 2023;;;;,<general>,Positivo
471,Genial,28 de febrero de 2023;;;;,<general>,Positivo
472,Muy bueno. Los guacamayos lo mejor de todo. Pero no habia tucanes en el tucanario. Tampoco hubo el desfile de flamencos,28 de febrero de 2023;;;;,"animales, general","Positivo, Negativo"
473,Nado por el cielo,27 de febrero de 2023;;;;,<no clasificable>,Neutro
474,"El nado por la rivera maya, fue una experiencia alucinante y unica que todos deberian experimentar, se siente una paz inmensa, ademas uno se esta rodeado de naturaleza, y si no sabes nadar no hay problema existen los chalecos y cuerdas de seguridad que te ayudan en tu travesia.",27 de febrero de 2023;;;;,"general, naturaleza/atracciones",Positivo
475,excelente,27 de febrero de 2023;;;;,<general>,Positivo
476,consejo,27 de febrero de 2023;;;;,no clasificable,neutro
477,Preciosa experiencia,27 de febrero de 2023;;;;,<general>,Positivo
478,Hermoso parque lleno de actividades entretenidas. Me encanto  absolutamente recomendable para la familia.,26 de febrero de 2023;;;;,<general>,Positivo
479,En general buena,26 de febrero de 2023;;;;,<general>,Positivo
480,"En mi visita a Xcaret recorri el parque, ademas contrate la experiencia de nadar con delfines, lo cual fue agradable a excepcion que fue muy lucrativo el hecho de no poder tomar fotos de manera individual, por lo demas las fotos que me tomaron no eran buenas (no estaban bien enfocadas, no eran favorecedores en cuanto al momento en que eran tomadas, la chica que las tomo no era profesional, sin embargo el costo de la fotografia era desproporcionado de acuerdo al servicio). Adicionalmente contrate la experiencia del Sahumerio, lo cual resulto positiva mente, en cuanto a la actitud de quienes guiaban la experiencia, sin embargo su ubicacion tiene poca privacidad, es demasiado exposicion para un momento mas personal, lo cual desconcentra e interviene con el objetivo. Por ultimo contrate una ubicacion privilegiada para ver el show final, lo cual se acompanaba de bebestiblr y un picadillo, con respecto a esta experiencia fue excelente en todo, ubicacion, la atencion fue muy buena por parte del garzon y los productos incluidos de buena calidad. Por lo demas el espectaculo fue sensacional, muy bien preparado, un trabajo profesional en todos sus aspectos, emocionante al ver la personificacion de los participantes y su entrega, ademas pude aprender mas de su cultura, lo cual fue enriquecedor.",25 de febrero de 2023;;;;,"general, animales, trato personal, buffet, show, precio, no clasificable","Positivo, Negativo, Positivo, Positivo, Positivo, Negativo, Neutro"
481,UN IMPERDIBLE DE MEXICO,25 de febrero de 2023;;;;,<general>,Positivo
482,"Imposible nombrar cada una de las cosas maravillosas vividas en Xcaret; pues TODO es increible, desde que entras al parque cada minuto;  vez, sientes y experimentas solo cosas fabulosas, todo es una verdadera fiesta a los sentidos.",25 de febrero de 2023;;,"<general>, <naturaleza/atracciones>",Positivo
483,Trasporte mas cena,24 de febrero de 2023;;;;,"transporte a hoteles, no clasificable",Neutro
484,"Compramos el paquete con transportacion y cena, el transporte de llegada fue un terror, Daniel quien nos acompano en casi 90 minutos solo fue ofreciendonos lo paquete (supongo que por la comision) al llegar al parque nos dijo una mentira que deberiamos activar la pulsera para entrar despues nos dimos cuenta que ya estabamos dentro del parque.La cena del show un poco costosa pero valio las pena, lo disfrutamos estando en la primera fila.El show termina a las 9",24 de febrero de 2023;;;;,"transporte a hoteles, trato personal, buffet, show","Negativo, Negativo, Positivo, Positivo"
485,Maravilloso,23 de febrero de 2023;;;;,<general>,Positivo
486,"Excelente! Todo muy bien organizado, los juegos, el sistema de fotos, los vestuarios siempre limpios. Todo muy bien identificado. Recomiendo ir y espero tener la oportunidad de volver! ",23 de febrero de 2023;;;;,"<general>, <naturaleza/atracciones>, <trato personal>",Positivo
487,Fatal,23 de febrero de 2023;;;;,<no clasificable>,Negativo
488,"El parque esta muy bonito, te lleva todo el dia recorrerlo, hay mucha actividades, aunque es  algo caro.Tuve un accidente (me cai y me lastime un poco), la razon por la que los califico tan bajo es por la total falta de protocolos que tienen para reacionar ante una situaciones como esta.Me ayudaro a levantarme otros turistas, cuando recurro al personal de Xcaret para que alguien me pudiera limpiar la sangre y desinfectar, me dijeron que ellos no tenian botiquin, que buscara a otros, o sea que ni se molestaron en llamar por radio a alguien, ahi sigo caminando con la sangre y voy con otros empleados (en esta caminata nadie de Xcaret se acerco a preguntarme Que le paso, como la ayudo?, los que me preguntaban eran los mismos turistas que me veian, o sea que si era notoria la sangre), esos empleados me dicen que le diga a otro encargado, por fin llego con ese encargado (no recuerdo su nombre) el llamo a un salvavidas para que llevaran el botiquin a donde yo estaba. Para eso ya habian pasado como 30 min.Cuando llega el que me limpio (o ensucio la herida), abre el botiquin y todo sucio, la cinta para pegar la gasa toda sucia de las orillas, los guantes no eran nuevos, luego se los quito para buscar unas tijeras y cortar la gasa, pero no encontro sus tijeras, asi que me puso un pegoste todo mal hecho. Este hombre no parecia ni haber tomado un curso de primeros auxilios basicos, no tenia ni idea de como limpiar una raspadura.  El tipo estaba mas preocupado de llamar a una companera que es la que tiene un formato en el que yo desistia de responsabilizar a Xcaret por el accidente. La chica hasta me dicto lo que tenia que escribir.Que lamentable  que siendo un parque que cobra tanto, le interese tan poco el visitante, que ante un accidente, te traigan buscando ayuda y no cuenten con el equipo tecnico y humano adecuados, para apoyar a los turistas y lo que mas les importa es que firmes el desistimiento.",21 de febrero de 2023;;;;,"general, trato personal, precio, no clasificable","Negativo, Negativo, Negativo, Negativo"
489,Espectacular!,20 de febrero de 2023;;;;,<general>,Positivo
490,"Espectacular!Volveria una y mil veces...Es mi segunda experiencia ahi y aun no puedo conocer el parque completo...Hay muchas cosas que hacer, realmente una maravilla.",20 de febrero de 2023;;;;,"<general>, <naturaleza/atracciones>, <show>",Positivo
491,Lindo panorama pero de alto costo,19 de febrero de 2023;;;;,"general, precio","Positivo, Negativo"
492,"Creo que es un muy lindo lugar para visitar , lo unico que la comida es limitada por la entrada plus, puedes comer una sola vez en el dia y terminas a eso de las 9",18 de febrero de 2023;;;;,"general, buffet","Positivo, Negativo"
493,Abuso en cobros,18 de febrero de 2023;;;;,<precio>,Negativo
494,"El parque es precioso y las actividades muy entretenidas.  Pero el precio de las fotos con delfines es un abuso, mas de 200 dolares por unas fotos. Lo que es peor es que nunca antes te dan el precio. Una sabe que tendra que pagar por las fotos; pero el valor solo te enteras despues de la actividad. Te hace sentir  se siente enganado y eclipsa totalmente el dia.Recomiendo ademas comprar las actividades online, salen bastante mas economicas que en el parque.",18 de febrero de 2023;;;,"general, precio, no clasificable","Positivo, Negativo, Neutro"
495,Espectacular,17 de febrero de 2023;;;;,<general>,Positivo
496,"Los rios subterraneos y sus lugares maravillosos con animales reales, contacto con la naturaleza y animales acuaticos para tener una interaccion con ellos. Show en vivo referidas a su cultura.",17 de febrero de 2023;;;;,"naturaleza/atracciones, animales, show",Positivo
497,Un lugar maravilloso,17 de febrero de 2023;;;;,<general>,Positivo
498,"El rio subterraneo es perfecto , la interaccion con la delfin brujita fue maravilloso y respetuoso con ella. Las tortugas marinas son majestuosas. El buffet perfecto, variado, sabroso y exquisito. La idea de las fotos con la pulsera es espectacular.",16 de febrero de 2023;;;;,"naturaleza/atracciones, animales, buffet, general","Positivo, Positivo, Positivo, Positivo"
499,Extremadamente costoso,15 de febrero de 2023;;;;,"precio, no clasificable",Negativo
500,"La experiencia es muy buena en cuanto a atracciones y actividades. Lo unico que me parece realmente un abuso, y hace que la experiencia termine dejando un sabor amargo, por que no hay otra definicion es el costo del pack de fotos del nado con Delfines. No puede ser que cueste el doble de lo que vale la entrada al parque. Hicimos la actividad Primax con delfines y despues nos ofrecieron un pack por u$s200 por las fotos, por un momento pense que el delfin venia de regalo, pero no es asi. Un vuelo de cabotaje vale eso, si el servicio no es propio del parque deberian regularlo. Creo que una opcion mas accesible por 2 o 3 fotos a u$s50 seria mas razonable. Despues como dije antes, es muy bonito el parque.",15 de febrero de 2023;;;;,"naturaleza/atracciones, precio, no clasificable","Positivo, Negativo, Neutro"
501,Experiencia maravillosa,15 de febrero de 2023;;;;,<general>,Positivo
502,"Que lugar mas espectacular! Es casi interminable el parque porque es enorme. La playa exquisita, los restaurantes muy buenos, las actividades extra vale la pena pagarlos, sobretodo la caminata submarina (70usd). El rio subterraneo fue maravilloso, no aptos para personas con claustrofobia o problemas cardiacos. El show final, emocionante, muy muy bueno, de lo mejor que he visto en anos. Obligado a ir nuevamente para poder terminar de recorrer el parque.",14 de febrero de 2023;;;;,"general, naturaleza/atracciones, buffet, show","Positivo, Positivo, Positivo, Positivo"
503,Visita Obligada,13 de febrero de 2023;;;;,<general>,Positivo
"504|""El paseo en el rio es imperdible, el Restaurante mexicano """"La cocina"""", es delicioso!! Volveria sin pensarlo""|13 de febrero de 2023;;;;",,,No disponible,No disponible
505,El mejor xenote de Mexico,13 de febrero de 2023;;;;,<naturaleza/atracciones>,Positivo
506,"El aviario y el refugio de manaties son maravillosos. Lo mejor fue la experiencia del Xenote.  Organizado todo, muy limpio, muy amables. Agua cristalina.",13 de febrero de 2023;;;;,"naturaleza/atracciones, animales, trato personal","Positivo, Positivo, Positivo"
507,Un paraiso de parque,13 de febrero de 2023;;;;,<general>,Positivo
508,"Todo estuvo hermoso, segunda vez que visito el parque y sigue espectacular.Ame los rios subterraneos, sus comidas y espectaculo de la noche.",13 de febrero de 2023;;;;,"general, naturaleza/atracciones, buffet, show",Positivo
509,Imperdible,13 de febrero de 2023;;;;,<general>,Positivo
510,Me encanto el nado subterraneo. Pero si debo decir que es un poco agotador.En general todo el parque es bello. Me gustaron los.flamingos los guacamallos los delfines. La playa del hotel es hermosa para fotografiar,13 de febrero de 2023;;;;,"general, naturaleza/atracciones, animales","Positivo, Neutro, Positivo"
511,Brillante,13 de febrero de 2023;;;;,general,Positivo
512,Pasamos muy bien en todas las actividades. Durante todas las horas de la visita. Un dia no alcanza para verlo totalmente,10 de febrero de 2023;;;;,<general>,Positivo
513,Espectacular experiencia,10 de febrero de 2023;;;;,<general>,Positivo
514,"Hermoso parque, muchas actividades para realizar, muy entretenido, cuesta hacerlo en un dia pero lo vale... finalmente el show es espectacular",9 de febrero de 2023;;;;,"general, show","Positivo, Positivo"
515,Experiencia Increible,9 de febrero de 2023;;;;,<general>,Positivo
516,Super hermoso una experiencia increible. Volveria pronto con los ninos porque se les va a encantar y la van a pasar espectacular,9 de febrero de 2023;;;;,<general>,Positivo
517,Chocolate en Xcaret,9 de febrero de 2023;;;;,<no clasificable>,Neutro
518,"Muy buen paseoExelente todo el parqueHicimos una visita a la historia del chocolate y preparamos nuestro propio chocolate, Marco el guia de laCasa del chocolate exelente guia llagamos sobre la hora de cierre y no le importo, hicimos todo el paseo a su ritmo y masCon personas que aman asi su trabajo no se puede fracasarFelicitaciones",7 de febrero de 2023;;;;,"general, trato personal, no clasificable",Positivo
519,Maravilloso,7 de febrero de 2023;;;;,<general>,Positivo
520,"El show es increible,  en general el lugar es divino, mi familia y yo nos las pasamos increible, la comida super rica.",7 de febrero de 2023;;;;,"general, show, buffet","Positivo, Positivo, Positivo"
521,Increible,7 de febrero de 2023;;;;,<general>,Positivo
522,"El show, el nado bajo el rio, nos hubiera gustado que hubiera habido mayor control en cuanto a los bloqueadores y quimicos que permiten, pero todo lo demas estuvo perfecto",6 de febrero de 2023;;;;,"show, naturaleza/atracciones","Positivo, Negativo"
523,Increible,6 de febrero de 2023;;;;,<general>,Positivo
"524|""El nado en los rios, es una experiencia unica. El show de la noche es igual a su nombre """"espectacular"""".Recomendacion para los viajeros""|6 de febrero de 2023;;;;",,,No disponible,No disponible
525,Sinceros comentarios,6 de febrero de 2023;;;;,<no clasificable>,<neutro>
526,"1) el show final fue espectacular2) el parque muy ordenado3) deberian advertir de toda la vida silvestre que hay en cada zona, yo me tope con una serpiente y de haber sabido que habian, no iba al mariposario.",5 de febrero de 2023;;;;,"show, general, naturaleza/atracciones","Positivo, Positivo, Negativo"
527,Fantastica,5 de febrero de 2023;;;;,<general>,Positivo
528,"Todo muy bueno, excelentes atracciones. Buen lugar para ir en familia. Nos divertimos mucho. Personal muy amable, hicimos nado con delfines y rayas. Tambien nadamos en el rio subterraneo.",5 de febrero de 2023;;;;,"general, naturaleza/atracciones, trato personal, animales","Positivo, Positivo, Positivo, Positivo"
529,Divertido,4 de febrero de 2023;;;;,<general>,Positivo
530,Muy divertido nado por rio subterraneo. Buena comida. Lindod souvenirs y show noctutno esplendido. Muy seguro los lockers buen servicio,4 de febrero de 2023;;;;,"general, buffet, show, trato personal","Positivo, Positivo, Positivo, Positivo"
531,Muy lindo,4 de febrero de 2023;;;;,<general>,Positivo
532,"El parque es muy lindo, tiene muchas cositas por ver, la playa es espectacular, lo mejor de todo y definitivamente magico es el Show Princial Mexico Espectacular!Por mejorar, ya el ingreso al parque es bastante costoso como para tener que pagar tantas actividades adicionales, la entrada plus podria incluir al menos una de esas acrividad extra, el dia que lo visitamos varios de los animales no estaban, no vimos los monos arana, no estaban los pumas ni leopardos.",4 de febrero de 2023;;;;,"general, naturaleza/atracciones, show, precio, animales","Positivo, Positivo, Positivo, Negativo, Negativo"
533,EXCELENTE EXPERIENCIA,3 de febrero de 2023;;;;,<general>,Positivo
534,"Excelente, perdi mi celular en el rio, y el personal me brindo apoyo para encontrarlo, quiero agradecer a Andy Ojeda salvaguardas del parque Xcaret por haber recuperado el aparato, muchas gracias a todos en especial a el.",3 de febrero de 2023;;;;,"trato personal, no clasificable",Positivo
535,Experiencia unica y maravillosa,2 de febrero de 2023;;;;,<general>,Positivo
536,"Fue una excelente experiencia, supero mis expectativas, regresaria muchas veces mas, la atencion maravillosa, la comida deliciosa.Falta dia para recorrer el parque",2 de febrero de 2023;;;;,"<general>, <trato personal>, <buffet>","Positivo, Positivo, Positivo"
537,Inigualable,2 de febrero de 2023;;;;,<general>,Positivo
538,"Todo estuvo muy bonito, una gran experiencia, si duda lo que recomendare a todas mis amistades y familiares.",1 de febrero de 2023;;;;,<general>,Positivo
539,Excepcional,1 de febrero de 2023;;;;,<general>,Positivo
540,"La verdad todo nos encanto, eramos un grupo de 8 personas y nos fascino todo lo que hicimos, las actividades que realizamos fueron geniales a mis hijos y a los otros ninos que iban les gusto mucho.",1 de febrero de 2023;;;;,"<general>, <naturaleza/atracciones>",Positivo
541,Un dia diferente,1 de febrero de 2023;;;;,<general>,Neutro
542,"una experiencia inolvidable, la puntualidad en la recogida fue algo sobresaliente y la coordinacion para dejarte en el hotel a la salida, el espectaculo dura 2hrs termina sobre las 21hrs  y hasta las 2140 tienes para dirigirte a tu bus, que te lleva de regreso al hotel, hay venta de experiencias a parte de la entrada de xcaret plus, y dependiendo de la temporada y del clima podras realizarlas, el parque esta muy bien, recomiendo para un dia no comprar mas de tres actividades ya que no alcanza el tiempo, o estarias muy justo de tiempo y no disfrutarias del parque, si vas con ninos debe considerarlo, hay areas y actividades para todos los gustos, ve y disfruta, es una linda experiencia. la diversidad de flora y fauna te hara sentirte parte de el, ve y disfruta ver las tortugas marinas, rayas, tiburones gatos, entre otros.",1 de febrero de 2023;;;;,"general, transporte a hoteles, show, naturaleza/atracciones, animales","Positivo, Positivo, Positivo, Positivo, Positivo"
543,Maravilloso!,1 de febrero de 2023;;;;,<general>,Positivo
544,"Maravillosa experiencia familiar, disfrutamos de cada rincon visitado.  El espectaculo final fue el gran broche de oro!",31 de enero de 2023;;;;,"<general>, <show>","Positivo, Positivo"
545,Hermoso y entretenido para mas de un dia !!,31 de enero de 2023;;;;,"<general>, <naturaleza/atracciones>",Positivo
546,"Habia ido hace 20 anos y ya era atractivo, hoy esta increible. Hermoso, lleno de espacios entretenidos, flora y fauna nativa, y cosas que hacer o relajarte. Funciona perfecto. Anda temprano para que aproveches y si bien no me gustan mucho los shows el de la noche es realmente recomendable y de buen nivel.",30 de enero de 2023;;;;,"general, naturaleza/atracciones, show","Positivo, Positivo, Positivo"
547,Experiencia increible,30 de enero de 2023;;;;,<general>,Positivo
548,"Hermoso sitio, experiencia inolvidable, nadar en los rios es lo mas bonito, recomiendo llevar articulos de aseo personal para poder cambiarse si se quedan para la cena",30 de enero de 2023;;;;,"general, naturaleza/atracciones","Positivo, Positivo"
549,Excitante,29 de enero de 2023;;;;,<general>,Positivo
550,"Atravesar el rio de lado a lado del parque, en el acuario haber tenido la experiencia con delfines y tiburones, divinos los delfines",29 de enero de 2023;;;;,"naturaleza/atracciones, animales","Positivo, Positivo"
551,Fantastica experiencia,29 de enero de 2023;;;;,<general>,Positivo
552,Fantastico el show final. No se lo deben perder. Todo es muy lindo. Ir con las mejores ganas de recorrer todo el parque. Recorrer el rio. Caminar bajo el mar. Todo de verdad es muy lindo,28 de enero de 2023;;;;,"general, show, naturaleza/atracciones",Positivo
553,Una experiencia increible,28 de enero de 2023;;;;,<general>,Positivo
554,"Sin duda alguna es una atraccion increible con los servicios de primera, en amabilidad, calidad y experiencia. Sin duda alguna regresare no sin antes conocer todos los demas parques de Grupo XCARET.",28 de enero de 2023;;;;,"general, trato personal, naturaleza/atracciones",Positivo
555,Hermoso lugar,28 de enero de 2023;;;;,<general>,Positivo
556,"Hermoso lugar, para aprovechar todo el dia. Me encanto la reconstruccion del pueblo maya y los rios, lamentablemente por el clima no pude realizar la actividad de snorkel",28 de enero de 2023;;;;,"general, naturaleza/atracciones","Positivo, Positivo"
557,Maravilloso,27 de enero de 2023;;;;,<general>,Positivo
558,"Todo el parque es completamente hermoso, hay lugares increibles, para pasarla en familia y tomarse fotos muy linda con la naturaleza, es muy bonito saber que tratan tambien a todas las especies de animales que hay ahi, y la comida es deliciosa, ademas de que el trato de todos los trabajadores del parque es muy bueno",27 de enero de 2023;;;;,"general, naturaleza/atracciones, animales, buffet, trato personal",Positivo
559,"El mejor parque de Mexico, super recomendado",27 de enero de 2023;;;;,<general>,Positivo
560,"Fue espectacular, el personal muy atento y amable. No hubo show de caballos, llegamos mucha gente a verlo y no avisaron con tiempo el inconveniente para haber ido a otro sitio",27 de enero de 2023;;;;,"general, trato personal, show","Positivo, Positivo, Negativo"
561,Parques xcaret,27 de enero de 2023;;;;,<no clasificable>,Neutro
562,Muy buena experiencia. Ideal para compartir en familia. Las actividades y parques estan muy bien preparadas para disfrutar de un dia increible.,27 de enero de 2023;;;;,"<general>, <naturaleza/atracciones>",Positivo
563,Increible,27 de enero de 2023;;;;,<general>,Positivo
564,"Me encanto, lo unico que no esta muy padre es la renta de toallas.Pero el show de la noche es lo mejor del mundo",27 de enero de 2023;;;;,"general, show, no clasificable","Positivo, Positivo, Negativo"
565,Increible,27 de enero de 2023;;;;,<general>,Positivo
566,"El parque es increible, esta todo muy bien pensado y hay muuuchas cosas por hacer.Destaco a los guias de la actividad adrenalina Julio y Felipe, ya que eran muy entretenidos y se preocupaban de que el grupo lo pasara bien.Obviamente tambien destaco el show mexicano que es increible.Me encantaria volver y conocer el resto de los parques Xcaret.Ojo con que hay actividades que son de pago extra y sobretodo si pagas por nadar con delfines las 10 fotos te las venden a $206 USD aprox lo que me parece muy caro y a tener en consideracion.",27 de enero de 2023;;;;,"<general>, <trato personal>, <show>, <precio>","Positivo, Positivo, Positivo, Negativo"
567,Todo Mexico en un dia,27 de enero de 2023;;;;,"<general>, <no clasificable>",Neutro
568,"Maravillosa experiencia, hacienda tequilera,acuario, estatuillas, cultivo de hongos, vainilla, cementerio, delfines, tiburones, playas,gastronomia, rio subterraneo......cultura maya, espectaculo musical sublime....vale mucho la pena",27 de enero de 2023;;;;,"general, naturaleza/atracciones, animales, show, buffet",Positivo
569,100% Recomendable,27 de enero de 2023;;;;,<general>,Positivo
570,"Variedad de opciones en actividades que conocer y realizar, un solo dia no es suficiente. Recomendable para la diversion en familia.  100% recomendable.",26 de enero de 2023;;;;,"<general>, <naturaleza/atracciones>",Positivo
571,La mejor experiencia,25 de enero de 2023;;;;,<general>,Positivo
572,Un lugar muy tranquilo y las atenciones por el personal son excelentes me encantaron las instalaciones las bebidas son excelentes del bar no salia ,24 de enero de 2023;;;;,"general, trato personal, naturaleza/atracciones, buffet","Positivo, Positivo, Positivo, Positivo"
573,Una experiencia inolvidable,23 de enero de 2023;;;;,<general>,Positivo
574,"El parque, los paisajes y la buena atencionFueron ExcelentesSin duda es una de las mejores experiencias",23 de enero de 2023;;;;,"general, naturaleza/atracciones, trato personal",Positivo
575,ESPECTACULAR,23 de enero de 2023;;;;,<general>,Positivo
576,"No se pueden ir de Xcaret sin presenciar el show Mexico Espectacular!!! hace honor a su nombre, simplemente ESPECTACULAR!!!!",22 de enero de 2023;;;;,"show, general",positivo
577,Impresionante,22 de enero de 2023;;;;,<general>,Positivo
578,"Excelente todo.Bien organizado, hermoso, limpio, sin rastros de contaminacion por turistas, impecable.",22 de enero de 2023;;;;,"<general>, <naturaleza/atracciones>",Positivo
579,XPECIAL XPECTACULAR XSENCIAL,22 de enero de 2023;;;;,<general>,Positivo
580,"XPECIAL XPECTACULAR !!!!Sin duda una de las mejores parte de nuestro viaje a Cancun.Un parque con tantas cosas que hacer, admirar  todo rincon y saborear cada momento.Sin duda alguna la Riviera Maya es lo que es.Gracias XCARET! Por dar a conocer la riqueza del pueblo mexicano al mundo.",21 de enero de 2023;;;;,"<general>, <naturaleza/atracciones>",Positivo
581,Pescado salado - salty fish,21 de enero de 2023;;;;,<no clasificable>,<neutro>
582,"Me encanto todo el parque,es increible! El unico problema que tuve y no creo ser la primera persona en tenerlo. Entre a comer al bufet como a las 4",20 de enero de 2023;;;;,"<general>, <buffet>","Positivo, Negativo"
583,Gran experiencia,20 de enero de 2023;;;;,<general>,Positivo
584,"Mi parte favorita fue nadar por el rio y la comida Ver los animales y hongos acuaticos, estuvo genial conocer mas de cerca especies que solo veia por internetY el show fue espectacular como cada artista estaba en su papel y se sentia la emocion al contar las historias de sus culturas y como se crearon. ",20 de enero de 2023;;;;,"naturaleza/atracciones, animales, buffet, show","Positivo, Positivo, Positivo, Positivo"
585,Magico,20 de enero de 2023;;;;,<general>,Positivo
586,"Se debe ir Dos Dias. Realmente es tanto para una sola jornada. Espectacular los buffets, el mexicano Espectacular.",19 de enero de 2023;;;;,"general, buffet","positivo, positivo"
587,Maravilloso,19 de enero de 2023;;;;,<general>,Positivo
588,"Uff! Una experiencia inolvidable, no se pierdan ir por el rio subterraneo, sin miedo al exito! La comida muy rica ",20 de enero de 2023;;;;,"general, naturaleza/atracciones, buffet","Positivo, Positivo, Positivo"
589,Normal,19 de enero de 2023;;;;,no clasificable,Neutro
590,"Esta ok, pero no volveria. Los banos no estaban limpios, no hay muchos animales, especialmente en el sector de aves y mariposas.Nadar en el cenote estuvo ok y el nado con tiburones fue bueno pero hay que pagarlo aparte.",18 de enero de 2023;;;;,"general, animales, naturaleza/atracciones, no clasificable","Neutro, Negativo, Positivo, Neutro"
591,Increible,18 de enero de 2023;;;;,<general>,Positivo
592,"Estuvo bastante bonita la experienca y todo bien explicado, para poder recorrer de buena forma todas las atracciones y disfrutar nuestro viaje de vacaciones",17 de enero de 2023;;;;,"general, naturaleza/atracciones",Positivo
593,Ocupan animales en espectaculos!!,17 de enero de 2023;;;;,"animales, show",Negativo
